symbol,name,price,chg,pct_chg,volume_str,avg_volume_str,market_cap_str,pe_ratio,avg_volume,market_cap
LFTRW,Lefteris Acquisition Corp.,1.9884,0.3384,+20.51%,"48,871","166,448",,,166448,0
DHCNI,Diversified Healthcare Trust  -,22.87,0.12,+0.54%,"23,601","40,376",,,40376,0
CFIVW,CF Acquisition Corp. IV,1.0950,0.105,+10.61%,"77,163","171,820",,,171820,0
BITW,Bitwise 10 Crypto Index Fund,103.90,3.9,+3.90%,"43,803","248,163",,,248163,0
ALTUW,Altitude Acquisition Corp.,2.3500,0.33,+16.34%,"413,445","541,614",,,541614,0
GRAMF,TPCO Holding Corp.,9.02,0.16,+1.82%,"164,128",1.18M,,,1180000,0
SWBK-UN,Switchback II Corporation,10.78,0.06,+0.56%,"41,356","517,431",,,517431,0
GCGX,Global Consortium Inc.,0.0009,-0.0016,-64.00%,547.936M,69.802M,,,69802000,0
AEPPL,"American Electric Power Company, Inc. Corporate Unit",47.31,0.11,+0.22%,"27,907","228,758",,,228758,0
COF-PJ,Capital One Financial Corporation,25.04,0.08,+0.34%,"169,784","229,072",,,229072,0
CLOVW,"Clover Health Investments, Corp.",2.1201,0.1001,+4.96%,"168,995","864,802",,,864802,0
PACXU,Pioneer Merger Corp.,10.30,0.1,+0.98%,"18,535","370,800",,,370800,0
VTIQ,VectoIQ Acquisition Corp. II,10.20,0.1,+0.99%,"125,576","173,950",,,173950,0
SEAH-UN,Sports Entertainment Acquisition Corp.,10.63,-0.02,-0.18%,"38,739","78,323",,,78323,0
CVII-UN,Churchill Capital Corp VII,10.22,0.04,+0.39%,"215,078",4.587M,,,4587000,0
NTRSO,Northern Trust Corporation,26.77,0.1,+0.37%,"17,752","29,013",,,29013,0
EATBF,Eat Beyond Global Holdings Inc.,2.2500,0.03,+1.35%,"74,435","70,057",,,70057,0
BIOTU,Biotech Acquisition Company,10.15,-0.04,-0.39%,"116,804","398,329",,,398329,0
SLAC-UN,Social Leverage Acquisition Corp I,10.20,0.08,+0.79%,"147,549","895,422",,,895422,0
MONCU,Monument Circle Acquisition Corporation,10.07,0.01,+0.05%,"73,638","418,610",,,418610,0
PNTM-UN,Pontem Corporation,10.24,0.08,+0.79%,"138,891","969,333",,,969333,0
CTAQW,Carney Technology Acquisition Corp. II,1.1800,-0.06,-4.84%,"33,579","144,181",,,144181,0
CSTA-UN,Constellation Acquisition Corp I,10.11,-0.04,-0.42%,"3,703","392,855",,,392855,0
CFFVU,CF Acquisition Corp. V,10.15,-0.04,-0.39%,"311,308","361,821",,,361821,0
GLBLU,Cartesian Growth Corporation,9.99,-0.01,-0.10%,"558,866",1.557M,,,1557000,0
IPOF-UN,Social Capital Hedosophia Holdings Corp. VI,13.02,0.56,+4.53%,"29,815","318,224",,,318224,0
MER-PK,Merrill Lynch Capital Trust I GTD CAP 6.45%,27.18,0.18,+0.68%,"18,272","68,988",,,68988,0
APSG-UN,Apollo Strategic Growth Capital,10.75,0.05,+0.47%,"29,924","179,599",,,179599,0
AEFC,,25.92,0.11,+0.43%,"37,804","74,629",,,74629,0
ACACU,Acies Acquisition Corp.,10.57,-0.03,-0.28%,"1,666","95,751",,,95751,0
ASZ-UN,Austerlitz Acquisition Corporation II,10.19,-0.01,-0.09%,"350,685",6.904M,,,6904000,0
CLIM-UN,Climate Real Impact Solutions II Acquisition Corporation,10.50,0.06,+0.57%,"71,160","397,041",,,397041,0
NEWTZ,Newtek Business Services Corp. 5.50% Notes Due 2026,25.91,-0.14,-0.53%,901,"26,803",,,26803,0
SOAC-UN,Sustainable Opportunities Acquisition Corp.,11.00,-0.08,-0.75%,"3,004","25,341",,,25341,0
FTIVU,Fintech Acquisition Corp. IV,10.80,-0.21,-1.91%,42,"68,888",,,68888,0
JPM-PJ,JPMorgan Chase & Co.,26.12,0.02,+0.06%,"156,939","94,201",,,94201,0
ENVIU,Environmental Impact Acquisition Corp.,10.35,-0.01,-0.06%,"66,919","515,694",,,515694,0
ISRUF,iShares V Public Limited Company - iShares S&P 500 Financials Sector UCITS ETF,9.45,-0.06,-0.61%,"28,051","76,915",,,76915,0
XPOA-UN,"DPCM Capital, Inc.",10.88,0.08,+0.74%,"5,320","129,649",,,129649,0
EDTXU,EdtechX Holdings Acquisition Corp. II,10.22,0.0,0.00%,"5,547","96,023",,,96023,0
IIAC-UN,Investindustrial Acquisition Corp.,10.20,-0.07,-0.68%,"50,301","66,541",,,66541,0
KSMTU,Kismet Acquisition One Corp,10.79,0.1,+0.94%,21,"51,520",,,51520,0
JWSM-UN,Jaws Mustang Acquisition Corporation,10.32,0.02,+0.19%,"71,856",1.953M,,,1953000,0
LHC,Leo Holdings Corp. II,9.86,-0.03,-0.30%,"30,374","80,857",,,80857,0
OCA-UN,Omnichannel Acquisition Corp.,10.55,0.05,+0.46%,"3,711","44,071",,,44071,0
TVTX,"Travere Therapeutics, Inc.",28.25,0.74,+2.69%,"168,933","617,841",,,617841,0
GNPK-UN,Genesis Park Acquisition Corp.,10.66,-0.04,-0.37%,"1,016","44,157",,,44157,0
ACND-UN,Ascendant Digital Acquisition Corp.,10.49,0.04,+0.42%,"71,351","102,634",,,102634,0
VCKAU,Vickers Vantage Corp. I,10.09,-0.07,-0.69%,"43,641","193,295",,,193295,0
MARZ,TrueShares Structured Outcome (March) ETF,25.30,0.27,+1.07%,"8,246","9,785",,,9785,0
HCIIU,Hudson Executive Investment Corp. II,10.19,0.09,+0.89%,"10,264","418,558",,,418558,0
SBG-UN,Sandbridge Acquisition Corporation,10.64,0.11,+1.03%,"6,100","36,874",,,36874,0
KIIIU,Kismet Acquisition Three Corp.,9.99,-0.01,-0.05%,"11,454",1.264M,,,1264000,0
WHKA,World Hockey Association Corp.,0.0005,0.0,0.00%,"25,000","140,311",,,140311,0
CRHC-UN,Cohn Robbins Holdings Corp.,10.85,0.01,+0.09%,"19,214","188,246",,,188246,0
TBC,AT&T Inc. 5.625% Global Notes d,26.86,0.09,+0.34%,"42,014","60,723",,,60723,0
OTRKP,"Ontrak, Inc.",23.88,0.23,+0.97%,"16,548","60,723",,,60723,0
DLR-PL,"Digital Realty Trust, Inc.",26.81,0.18,+0.66%,"13,177","35,536",,,35536,0
RMGBW,RMG Acquisition Corporation II,2.0000,0.21,+11.73%,"260,338","390,061",,,390061,0
ALL-PI,The Allstate Corporation,26.51,0.15,+0.56%,"31,892","31,796",,,31796,0
PSB-PZ,"PS Business Parks, Inc.",26.39,0.23,+0.88%,"11,829","25,016",,,25016,0
PICC-UN,Pivotal Investment Corporation III,10.16,0.09,+0.89%,"313,636","844,796",,,844796,0
FCAX-UN,Fortress Capital Acquisition Corp.,10.15,-0.07,-0.68%,"51,607","769,524",,,769524,0
FVT-UN,Fortress Value Acquisition Corp. III,10.28,0.02,+0.24%,"9,189","243,691",,,243691,0
PMGMU,Priveterra Acquisition Corp.,10.00,-0.04,-0.40%,"43,125","586,747",,,586747,0
FOREU,Foresight Acquisition Corp.,10.02,-0.06,-0.60%,1.088M,"403,110",,,403110,0
PGRWU,Progress Acquisition Corp.,9.97,-0.03,-0.30%,"23,405","259,975",,,259975,0
BAC-PA,Bank of America Corporation,25.38,-0.01,-0.04%,"42,809","76,683",,13.57,76683,0
TRCA-UN,Twin Ridge Capital Acquisition Corp.,10.00,0.0,0.00%,"97,559",2.074M,,,2073999,0
GOLXF,GOLDEN LAKE EXPLORATION INC,0.3197,-0.0183,-5.41%,"5,295","25,828",,,25828,0
C-PK,Citigroup Inc.,28.06,0.1,+0.36%,"67,415","107,354",,5.94,107354,0
AEPPZ,"American Electric Power Company, Inc.",48.01,0.35,+0.74%,"5,864","149,641",,,149641,0
XMETD,"XXStream Entertainment, Inc.",0.5500,0.0,0.00%,"183,254","234,341",,,234341,0
PTICW,PropTech Investment Corporation II,1.3500,0.2,+17.39%,"26,550","46,921",,,46921,0
KUYAF,Kuya Silver Corp.,1.8775,0.007,+0.37%,"34,063","84,497",,,84497,0
SBEAU,SilverBox Engaged Merger Corp I,10.10,0.07,+0.70%,"321,719",2.119M,,,2119000,0
BTWNW,Bridgetown Holdings Limited,4.1799,0.6599,+18.75%,"725,881","613,983",,,613983,0
GCACU,Growth Capital Acquisition Corp.,9.95,-0.05,-0.50%,"54,316","392,660",,,392660,0
WPCB-UN,Warburg Pincus Capital Corporation I-B,10.08,-0.01,-0.10%,"186,754",4.76M,,,4760000,0
EQTL,Equitech International Corporation,0.0530,0.02,+60.61%,"11,773","35,451",,,35451,0
TEKKW,Tekkorp Digital Acquisition Corp.,1.2200,0.05,+4.27%,"14,893","82,602",,,82602,0
MTEI,Mountain Energy Inc,0.0252,0.0042,+20.00%,"111,427","354,038",,,354038,0
USB-PR,U.S. Bancorp,24.90,0.1,+0.41%,"138,251",1.221M,,,1221000,0
UNSS,UNIVERSAL SOLAR TECHNOLOGY INC,0.0550,-0.009,-14.01%,"149,330","310,934",,,310934,0
AKICU,Sports Ventures Acquisition Corp.,10.22,0.0,0.00%,"11,522","282,288",,,282288,0
LGTT,"LIGATT Security International, Inc.",0.0004,0.0,0.00%,6.945M,57.056M,,,57056000,0
SPGS-UN,"Simon Property Group Acquisition Holdings, Inc.",10.37,0.12,+1.17%,"104,091",1.744M,,,1744000,0
ACIC-UN,Atlas Crest Investment Corp.,12.10,0.45,+3.86%,"5,860","262,187",,,262187,0
KRNLU,"Kernel Group Holdings, Inc.",10.06,0.04,+0.40%,"59,052","712,780",,,712780,0
CBLDQ,"CBL & Associates Properties, Inc.",0.7700,0.09,+13.24%,"50,555","31,920",,,31920,0
PRPB-UN,CC Neuberger Principal Holdings II,10.66,-0.13,-1.20%,"61,651","91,748",,,91748,0
ZNTEU,Zanite Acquisition Corp.,11.15,0.15,+1.36%,"38,113","219,231",,,219231,0
POWRU,Powered Brands,10.09,-0.12,-1.18%,"53,834","416,514",,,416514,0
IIII,INSU Acquisition Corp. III,10.11,0.02,+0.20%,"2,369","79,331",,,79331,0
THMAU,Thimble Point Acquisition Corp.,10.10,-0.04,-0.39%,"15,515","814,861",,,814861,0
NSTC-UN,Northern Star Investment Corp. III,10.09,0.07,+0.70%,"102,846",2.482M,,,2482000,0
TMAC-UN,The Music Acquisition Corporation,10.09,-0.02,-0.20%,"54,833","483,021",,,483021,0
EQTL,Equitech International Corporation,0.0530,0.02,+60.61%,"11,773","35,451",,,35451,0
INSO,"Industry Source Consulting, Inc.",0.0465,0.0045,+10.71%,"24,002","33,000",,,33000,0
VPCC-UN,"VPC Impact Acquisition Holdings III, Inc.",10.01,-0.03,-0.30%,"179,994","218,251",,,218251,0
DMYI-UN,"dMY Technology Group, Inc. III",12.12,0.38,+3.24%,"27,383","207,723",,,207723,0
CND,Concord Acquisition Corp,9.87,-0.02,-0.20%,"81,771","232,165",,,232165,0
GOAC-UN,GO Acquisition Corp.,10.56,0.1,+0.91%,"13,252","77,919",,,77919,0
AKICU,Sports Ventures Acquisition Corp.,10.22,0.0,0.00%,"11,522","282,288",,,282288,0
INSO,"Industry Source Consulting, Inc.",0.0465,0.0045,+10.71%,"24,002","33,000",,,33000,0
EQTL,Equitech International Corporation,0.0530,0.02,+60.61%,"11,773","35,451",,,35451,0
TEKKW,Tekkorp Digital Acquisition Corp.,1.2200,0.05,+4.27%,"14,893","82,602",,,82602,0
LWAC,Locust Walk Acquisition Corp.,9.82,-0.02,-0.24%,202,"41,771",,,41771,0
ITHXU,ITHAX Acquisition Corp.,10.02,-0.03,-0.30%,"1,010","470,072",,,470072,0
SWETU,Athlon Acquisition Corp.,10.18,-0.02,-0.25%,"9,185","416,187",,,416187,0
SBUM,"Silver Buckle Mines, Inc.",0.1965,0.0,0.00%,20,"30,648",,,30648,0
IIII,INSU Acquisition Corp. III,10.11,0.02,+0.20%,"2,369","79,331",,,79331,0
LWAC,Locust Walk Acquisition Corp.,9.82,-0.02,-0.24%,202,"41,771",,,41771,0
ZULU,Zulu-Tek Inc,0.0410,-0.015,-26.79%,"25,690","31,877",,,31877,0
VCKAU,Vickers Vantage Corp. I,10.09,-0.07,-0.69%,"43,641","193,295",,,193295,0
DTP,DTE Energy Company 6.25% Corpor,48.29,0.18,+0.37%,"80,362","126,845",,,126845,0
MGROF,MUSTGROW BIOLOGICS CORP,1.5800,0.02,+1.28%,"3,848","50,833",,,50833,0
RVBR,Markray Corp.,0.0199,-0.0029,-12.72%,"57,023","228,352",,,228352,0
PUCKU,Goal Acquisitions Corp.,10.18,0.05,+0.49%,"5,016","537,415",,,537415,0
KAIIU,Kismet Acquisition Two Corp.,9.99,-0.01,-0.10%,"17,245","992,713",,,992713,0
LHC,Leo Holdings Corp. II,9.86,-0.03,-0.30%,"30,374","80,857",,,80857,0
FTIVU,Fintech Acquisition Corp. IV,10.80,-0.21,-1.91%,42,"68,888",,,68888,0
NPAUU,New Providence Acquisition Corp.,14.90,0.63,+4.41%,"1,614","26,168",,,26168,0
GNPK-UN,Genesis Park Acquisition Corp.,10.66,-0.04,-0.37%,"1,016","44,157",,,44157,0
ACND-UN,Ascendant Digital Acquisition Corp.,10.49,0.04,+0.42%,"71,351","102,634",,,102634,0
ITHXU,ITHAX Acquisition Corp.,10.02,-0.03,-0.30%,"1,010","470,072",,,470072,0
SCOAW,Scion Tech Growth I,1.1900,0.04,+3.48%,"74,398","243,050",,,243050,0
PTIC,PropTech Investment Corporation II,9.98,-0.11,-1.09%,"22,694","73,587",,,73587,0
FCACU,Falcon Capital Acquisition Corp.,11.00,0.27,+2.52%,"118,779","137,700",,,137700,0
BCACU,Brookline Capital Acquisition Corp.,10.85,0.07,+0.65%,"6,559","148,476",,,148476,0
SRNGU,Soaring Eagle Acquisition Corp.,10.48,0.09,+0.87%,1.135M,9.928M,,,9928000,0
ETCG,Grayscale Ethereum Classic Trust (ETC),14.03,0.2,+1.45%,"136,360","468,310",,,468310,0
BAC-PM,Bank of America Corporation,27.03,0.19,+0.72%,"58,672","140,108",,9.83,140108,0
LCYAW,"Landcadia Holdings III, Inc",1.6201,0.0401,+2.54%,"193,739","269,296",,,269296,0
SNII-UN,"Supernova Partners Acquisition Company II, Ltd.",10.20,0.06,+0.59%,"130,804",1.734M,,,1734000,0
BCYP,Big Cypress Acquisition Corp.,9.89,-0.04,-0.40%,"43,883","83,533",,,83533,0
CPTK-UN,Crown Proptech Acquisitions,9.97,-0.13,-1.26%,"244,661","821,348",,,821348,0
ASAI,Sendas Distribuidora S.A.,13.02,0.42,+3.33%,"126,579","509,050",,,509050,0
DTOCU,Digital Transformation Opportunities Corp.,9.96,-0.04,-0.40%,1.018M,6.469M,,,6469000,0
PPGHU,Poema Global Holdings Corp.,10.24,0.04,+0.40%,"60,357","467,418",,,467418,0
IPOE-UN,Social Capital Hedosophia Holdings Corp. V,20.92,0.2,+0.94%,"24,217","501,424",,,501424,0
SPAQ-UN,SPARTAN Acquisition CORP. III,10.22,-0.04,-0.43%,"29,350",1.962M,,,1962000,0
URCCF,Uranium Royalty Corp.,2.1721,0.0319,+1.49%,"87,165","64,945",,,64945,0
EACPU,Edify Acquisition Corp.,9.93,-0.21,-2.07%,"185,494","279,297",,,279297,0
IPVF-UN,InterPrivate III Financial Partners Inc.,10.10,0.07,+0.70%,"28,170",2.069M,,,2069000,0
AJAX-UN,Ajax I,11.11,0.31,+2.87%,"149,360","333,534",,,333534,0
NLY-PI,"Annaly Capital Management, Inc.",25.28,-0.03,-0.12%,"30,998","74,070",,,74070,0
URCCF,Uranium Royalty Corp.,2.1721,0.0319,+1.49%,"87,165","64,945",,,64945,0
HCARU,Healthcare Services Acquisition Corporation,10.35,0.04,+0.39%,"5,379","300,815",,,300815,0
LOKB-UN,Live Oak Acquisition Corp. II,10.93,0.07,+0.60%,"2,167","175,423",,,175423,0
TVACU,Thayer Ventures Acquisition Corporation,10.41,0.1,+0.97%,"16,442","119,946",,,119946,0
EUSGU,European Sustainable Growth Acquisition Corp.,10.30,0.0,0.00%,"53,712","222,000",,,222000,0
SOJD,Southern Company (The) Series 2,26.55,0.18,+0.68%,"52,246","113,718",,,113718,0
COOLU,Corner Growth Acquisition Corp.,10.30,0.01,+0.10%,"7,602","364,725",,,364725,0
EVOJU,Evo Acquisition Corp.,9.94,-0.08,-0.80%,"26,562","328,304",,,328304,0
VACQU,Vector Acquisition Corporation,13.40,0.18,+1.36%,"33,419","112,641",,,112641,0
KCAC-UN,Kensington Capital Acquisition Corp. II,10.90,0.11,+1.02%,"92,809",1.199M,,,1199000,0
OSTRU,Oyster Enterprises Acquisition Corp.,9.99,-0.02,-0.15%,"71,684","510,800",,,510800,0
QFTA,Quantum FinTech Acquisition Corporation,9.67,-0.07,-0.72%,"47,354","83,800",,,83800,0
SDHY,PGIM Short Duration High Yield Opportunities Fund,18.82,0.29,+1.55%,"24,316","50,833",,,50833,0
AFINO,"American Finance Trust, Inc.",25.03,-0.01,-0.04%,"22,065","35,098",,,35098,0
FTOCU,FTAC Olympus Acquisition Corp.,12.66,1.02,+8.75%,"45,118","331,086",,,331086,0
TFC-PO,Truist Financial Corporation De,27.10,0.24,+0.89%,"24,837","76,610",,,76610,0
DLY,DoubleLine Yield Opportunities Fund,19.15,0.05,+0.26%,"73,295","185,448",,,185448,0
TVACW,Thayer Ventures Acquisition Corporation,0.9900,0.0795,+8.73%,"31,926","86,833",,,86833,0
LMACU,Liberty Media Acquisition Corporation,11.54,0.14,+1.23%,"152,519","931,242",,,931242,0
CHSCL,CHS Inc.,29.00,0.04,+0.14%,"18,441","26,831",,,26831,0
IIIIW,INSU Acquisition Corp. III,1.4700,0.12,+8.89%,"10,744","31,713",,,31713,0
AGNCP,AGNC Investment Corp.,23.84,0.05,+0.20%,"15,170","63,980",,,63980,0
NGAB,Northern Genesis Acquisition Corp. II,10.08,-0.08,-0.79%,"40,274","190,200",,,190200,0
SIGIP,"Selective Insurance Group, Inc.",24.50,-0.02,-0.06%,"4,128","45,965",,,45965,0
BLTSU,Bright Lights Acquisition Corp.,10.24,-0.03,-0.29%,"2,206","267,986",,,267986,0
LUXAU,Lux Health Tech Acquisition Corp.,11.35,0.09,+0.80%,"6,830","136,571",,,136571,0
BOWXW,Bowx Acquisition Corp.,1.3600,0.12,+9.68%,"21,855","134,055",,,134055,0
SSAAU,Science Strategic Acquisition Corp. Alpha,10.06,-0.03,-0.30%,"248,879","577,145",,,577145,0
DGNR-UN,Dragoneer Growth Opportunities Corp.,11.74,-0.02,-0.16%,"9,287","114,599",,,114599,0
MSACU,Medicus Sciences Acquisition Corp.,10.12,-0.08,-0.81%,630,"189,617",,,189617,0
EUCRU,Eucrates Biomedical Acquisition Corp.,10.75,0.21,+1.99%,220,"28,395",,,28395,0
AJOY,Ayujoy Herbals Ltd.,0.0380,0.0031,+8.88%,"87,500","150,615",,,150615,0
BENEU,Benessere Capital Acquisition Corp.,10.75,-0.02,-0.19%,306,"150,915",,,150915,0
DUNEU,Dune Acquisition Corporation,10.30,-0.07,-0.68%,"14,965","298,376",,,298376,0
DGNR-UN,Dragoneer Growth Opportunities Corp.,11.74,-0.02,-0.16%,"9,287","114,599",,,114599,0
CLA-UN,Colonnade Acquisition Corp.,13.08,1.58,+13.74%,"2,408","100,198",,,100198,0
GLAQU,Globis Acquisition Corp.,10.72,0.22,+2.10%,"1,551","71,378",,,71378,0
IGNYU,Ignyte Acquisition Corp.,10.20,-0.11,-1.07%,"6,402","72,734",,,72734,0
CFACU,CF Finance Acquisition Corp. III,10.75,0.15,+1.39%,"6,149","124,808",,,124808,0
CND-UN,Concord Acquisition Corp,10.52,0.03,+0.29%,"2,123","151,130",,,151130,0
LOKB-UN,Live Oak Acquisition Corp. II,10.93,0.07,+0.60%,"2,167","175,423",,,175423,0
WLAN,"Wialan Technologies, Inc.",0.0012,0.0004,+50.00%,6.57M,3.111M,,,3111000,0
MAACU,Montes Archimedes Acquisition Corp.,10.54,0.13,+1.25%,"14,248","97,171",,,97171,0
FST-UN,FAST Acquisition Corp.,13.05,0.55,+4.40%,"30,738","35,958",,,35958,0
EUCRU,Eucrates Biomedical Acquisition Corp.,10.75,0.21,+1.99%,220,"28,395",,,28395,0
HPGSF,Hipgnosis Songs Fund Limited,1.6500,0.04,+2.48%,"12,248","70,597",,,70597,0
MACAU,Moringa Acquisition Corp,10.16,-0.06,-0.59%,"1,093","322,993",,,322993,0
ASPL-UN,Aspirational Consumer Lifestyle Corp.,11.03,0.0,0.00%,21,"95,176",,,95176,0
RXRAU,RXR Acquisition Corp.,10.00,0.02,+0.20%,1.179M,2.477M,,,2477000,0
CMSD,CMS Energy Corporation 5.875% J,27.11,0.18,+0.66%,"13,276","51,040",,,51040,0
ATVCU,Tribe Capital Growth Corp I,10.29,0.09,+0.88%,"5,480",1.273M,,,1273000,0
PSACU,Property Solutions Acquisition Corp.,17.00,1.9,+12.58%,"3,724","63,413",,,63413,0
BOWXU,BowX Acquisition Corp.,10.45,0.15,+1.46%,"2,501","82,996",,,82996,0
GNACU,Group Nine Acquisition Corp.,10.27,0.03,+0.24%,"3,712","307,105",,,307105,0
CLA-UN,Colonnade Acquisition Corp.,13.08,1.58,+13.74%,"2,408","100,198",,,100198,0
CFACU,CF Finance Acquisition Corp. III,10.75,0.15,+1.39%,"6,149","124,808",,,124808,0
PHICW,"Population Health Investment Co., Inc.",1.4400,0.08,+5.88%,"14,484","37,702",,,37702,0
GNACU,Group Nine Acquisition Corp.,10.27,0.03,+0.24%,"3,712","307,105",,,307105,0
MTCN,ArcelorMittal 5.50% Mandatorily,62.34,3.53,+6.00%,"37,818","97,395",,,97395,0
ARGO-PA,"Argo Group International Holdings, Ltd.",26.62,0.04,+0.14%,"14,744","29,183",,,29183,0
STUUF,SPDR S&P/ASX 200 Listed Property Fund,8.90,0.0,0.00%,"1,050","76,112",,,76112,0
ATA-UN,Americas Technology Acquisition Corp.,10.25,0.01,+0.10%,"1,326","106,168",,,106168,0
BOWXU,BowX Acquisition Corp.,10.45,0.15,+1.46%,"2,501","82,996",,,82996,0
FUSE-UN,Fusion Acquisition Corp.,11.00,-0.5,-4.35%,"11,598","66,725",,,66725,0
VICT,"Victura Construction Group, Inc.",0.0004,0.0,0.00%,"486,432",2.172M,,,2172000,0
ZAAG,ZA Group Inc.,0.0250,0.004,+19.05%,"470,499","714,171",,,714171,0
FUSE-UN,Fusion Acquisition Corp.,11.00,-0.5,-4.35%,"11,598","66,725",,,66725,0
ASPL-UN,Aspirational Consumer Lifestyle Corp.,11.03,0.0,0.00%,21,"95,176",,,95176,0
MCDIF,Mcdermott International Ltd.,0.8500,0.025,+3.03%,"186,149","213,592",,,213592,0
AJOY,Ayujoy Herbals Ltd.,0.0380,0.0031,+8.88%,"87,500","150,615",,,150615,0
DUNEU,Dune Acquisition Corporation,10.30,-0.07,-0.68%,"14,965","298,376",,,298376,0
MACAU,Moringa Acquisition Corp,10.16,-0.06,-0.59%,"1,093","322,993",,,322993,0
TVACU,Thayer Ventures Acquisition Corporation,10.41,0.1,+0.97%,"16,442","119,946",,,119946,0
VICT,"Victura Construction Group, Inc.",0.0004,0.0,0.00%,"486,432",2.172M,,,2172000,0
MSACU,Medicus Sciences Acquisition Corp.,10.12,-0.08,-0.81%,630,"189,617",,,189617,0
VIHAU,VPC Impact Acquisition Holdings,15.97,-0.43,-2.62%,"3,588","73,750",,,73750,0
GIGGU,"GigCapital4, Inc.",10.06,0.0,0.00%,"137,065","570,065",,,570065,0
NSTB-UN,Northern Star Investment Corp. II,10.59,0.15,+1.44%,"260,209",1.15M,,,1150000,0
DELCF,Delic Holdings Inc.,0.4136,-0.0164,-3.81%,"133,263","144,519",,,144519,0
LFTRU,Lefteris Acquisition Corp.,10.97,0.02,+0.14%,"44,102","94,313",,,94313,0
PABN,PanAmerican BanCorp.,0.0001,-0.0002,-66.67%,"10,000","905,239",,,905239,0
HPST,"Hempstract, Inc.",0.3200,0.01,+3.23%,"46,181","199,923",,,199923,0
SCOBU,ScION Tech Growth II,10.10,-0.02,-0.20%,"182,572","229,415",,,229415,0
AURCU,Aurora Acquisition Corp.,10.00,-0.02,-0.20%,"299,882",1.87M,,,1870000,0
LCAPU,Lionheart Acquisition Corporation II,10.55,0.2,+1.93%,"6,200","38,893",,,38893,0
EQXWF,Equinox Gold Corp.,0.1807,-0.0003,-0.17%,"16,724","133,233",,,133233,0
CFVIU,CF Acquisition Corp. VI,10.10,0.05,+0.50%,"7,788",1.053M,,,1053000,0
NMDBF,NeonMind Biosciences Inc.,0.2281,0.0112,+5.16%,"97,188","212,304",,,212304,0
FOXWU,FoxWayne Enterprises Acquisition Corp.,10.36,-0.16,-1.53%,"1,721","160,414",,,160414,0
OODH,Orion Diversified Holding Co. Inc.,0.0122,0.0,0.00%,"45,218","186,648",,,186648,0
AUS-UN,Austerlitz Acquisition Corporation I,10.26,-0.02,-0.19%,"176,639",3.145M,,,3145000,0
MRACU,Marquee Raine Acquisition Corp.,10.50,-0.11,-1.04%,"1,463","235,029",,,235029,0
CYPS,Cyclo3pss Corporation,0.0210,-0.009,-30.00%,4.614M,"403,840",,,403840,0
AONE-UN,One,12.85,0.37,+2.96%,"15,992","35,797",,,35797,0
STWOU,ACON S2 Acquisition Corp.,10.49,0.0,0.00%,110,"30,150",,,30150,0
NXGT,"Nexteligent Holdings, Inc.",0.0350,0.0,0.00%,"89,882","99,475",,,99475,0
LCYAU,"Landcadia Holdings III, Inc",10.99,0.04,+0.37%,"1,103","227,970",,,227970,0
TWNI-UN,Tailwind International Acquisition Corp.,10.10,0.06,+0.60%,"170,213",1.211M,,,1211000,0
BOAC-UN,Bluescape Opportunities Acquisition Corp.,11.12,0.22,+2.02%,"22,472","119,952",,,119952,0
ACEVU,ACE Convergence Acquisition Corp.,11.83,0.03,+0.25%,854,"39,811",,,39811,0
LMAOU,LMF Acquisition Opportunities Inc.,10.20,-0.03,-0.29%,"51,769","194,832",,,194832,0
OLVI,"Oliveda International, Inc.",0.1710,0.0,0.00%,"6,083","78,940",,,78940,0
CFIIU,CF Finance Acquisition Corp. II,9.81,0.87,+9.73%,"16,259","49,517",,,49517,0
FRX-UN,Forest Road Acquisition Corp.,12.12,-0.32,-2.60%,"12,761","241,362",,,241362,0
ROCCU,Roth CH Acquisition II Co.,10.91,-0.1,-0.91%,235,"97,971",,,97971,0
IIQPF,IShares Edge MSCI USA Momentum Factor ETF,11.01,-0.34,-2.97%,"6,000","191,957",,,191957,0
KWAC-UN,Kingswood Acquisition Corp.,10.55,0.0,0.00%,"50,501","46,603",,,46603,0
HDRO,ETF Series Solutions - Defiance Next Gen H2 ETF,29.16,1.57,+5.69%,"111,533","25,100",,,25100,0
CLAS-UN,Class Acceleration Corp.,10.30,0.01,+0.10%,"207,534","338,875",,,338875,0
CHKEW,Chesapeake Energy Corporation,22.54,0.04,+0.18%,41,"61,168",,,61168,0
PMBY,POSTD Merchant Banque,0.0500,-0.002,-3.85%,"39,680","129,151",,,129151,0
BIP-PB,Brookfield Infrastructure Partners L.P.,25.00,0.04,+0.16%,"9,720","104,017",,,104017,0
FSRXU,FinServ Acquisition Corp. II,10.37,0.1,+0.94%,"32,946","792,840",,,792840,0
VSPRU,Vesper Healthcare Acquisition Corp.,11.50,0.0,0.00%,100,"59,365",,,59365,0
CHKEZ,Chesapeake Energy Corporation,20.93,0.63,+3.10%,"58,518","26,321",,,26321,0
TPGY-UN,TPG Pace Beneficial Finance Corp.,20.00,1.57,+8.52%,"1,683","212,988",,,212988,0
EPWR-UN,Empowerment & Inclusion Capital I Corp.,10.14,-0.03,-0.29%,952,"235,250",,,235250,0
SLJB,Sulja Bros Building Supplies Ltd.,0.0038,0.0004,+11.76%,5.22M,2.509M,,,2509000,0
ARKIU,Alkuri Global Acquisition Corp.,10.15,0.14,+1.40%,1.28M,1.233M,,,1233000,0
